,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
3,52,XRP,XRP,xrp,1589,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-17T02:38:00.000Z,2.0696237938746522,3400677086.022836,10.7291,-0.80815935,-0.79336703,2.4498853,-10.13372618,-25.71904814,-37.51510979,120738006119.63707,4.5606,206962379387.47,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
4,1839,BNB,BNB,bnb,2470,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140891042.43,140891042.43,False,,5,,,,2025-04-17T02:38:00.000Z,582.4265356400462,1412946142.5945783,4.7767,-0.34619457,-0.08923445,0.58172516,-7.6158643,-11.70011678,-18.61413831,82058681745.21965,3.0996,82058681745.22,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
5,5426,Solana,SOL,solana,898,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516404573.36441016,598728997.976584,True,,6,,,,2025-04-17T02:38:00.000Z,130.68887011301288,4380787436.14457,32.8966,-1.36474178,3.24776166,11.47890244,4.23741229,-32.71750326,-38.75209161,67488330214.18723,2.5495,78247216249.46,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
6,3408,USDC,USDC,usd-coin,27148,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60476601943.81106,60476601943.81106,False,,7,,,,2025-04-17T02:38:00.000Z,0.9998337998068317,9918895477.071182,2.606,-0.0133925,-0.01244906,-0.00304703,-0.00773905,-0.01199774,-0.01813691,60466550720.88583,2.284,60466550720.89,,2025-04-17T02:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-17 08:08:32.107509
7,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94952980196.97128,94952975433.33456,True,,8,,,,2025-04-17T02:38:00.000Z,0.24410999244183254,699477324.8579781,17.4956,-1.02961812,-2.88990129,2.00050254,9.91274508,2.68777483,0.81650091,23178971278.212135,0.8756,23178970115.36,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
8,74,Dogecoin,DOGE,dogecoin,1203,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148883956383.70526,148883956383.70526,True,,9,,,,2025-04-17T02:38:00.000Z,0.15540211718266447,791806467.5454398,1.0765,-0.91100794,-0.18911879,-1.45109359,-7.94570794,-42.8725949,-59.87621919,23136882036.559273,0.8739,23136882036.56,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
9,2010,Cardano,ADA,cardano,1505,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35287114426.69233,44994927702.53886,False,,10,,,,2025-04-17T02:38:00.000Z,0.6114618348959827,630032607.9191707,-17.311,-0.79091856,-0.4044649,-1.78294189,-13.86280679,-21.44342706,-45.36460373,21576723735.529797,0.815,27515782570.32,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
10,3957,UNUS SED LEO,LEO,unus-sed-leo,59,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923681434.9,985239504.0,False,,11,,,,2025-04-17T02:38:00.000Z,9.432576753583346,2314909.97393545,18.6849,0.53034805,1.15400369,0.5373922,-1.83783359,-3.59799436,-3.29027508,8712696030.554249,0.3291,9293347242.14,,2025-04-17T02:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-04-17 08:08:32.107509
11,1975,Chainlink,LINK,chainlink,1990,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-04-17T02:38:00.000Z,12.357978092666203,288278133.36307126,-5.6784,-0.99884737,-0.20022559,-0.55455417,-11.00604077,-34.50735777,-48.03290041,8120427039.547147,0.3067,12357978092.67,,2025-04-17T02:38:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-04-17 08:08:32.107509
12,5805,Avalanche,AVAX,avalanche,906,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,416035338.82110727,452704838.82110727,False,,13,,,,2025-04-17T02:37:00.000Z,18.85216630174895,227569160.47593886,-16.6233,-0.64610533,-0.32964718,3.33666064,1.06750778,-25.46242847,-53.67679906,7843167394.859986,0.2963,13493413880.85,,2025-04-17T02:37:00.000Z,,,,,,2025-04-17 08:08:32.107509
13,11419,Toncoin,TON,toncoin,719,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2509731348.658803,5127405061.83881,True,,14,,,,2025-04-17T02:38:00.000Z,2.9405146591928712,138315350.67486474,-23.8267,-0.07349995,1.22584045,-4.49213331,-14.04087296,-22.59236193,-46.94018822,7379901821.3671055,0.2788,15077209747.96,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
14,512,Stellar,XLM,stellar,701,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30833139894.829952,50001786892.81785,False,,15,,,,2025-04-17T02:38:00.000Z,0.23497858529202695,146477791.61530292,-1.8286,-1.05824887,-0.84724267,-1.04148081,-12.6018732,-32.50544344,-52.45206555,7245127592.598299,0.2737,11749353826.73,,2025-04-17T02:38:00.000Z,,,,,,2025-04-17 08:08:32.107509
0,1,Bitcoin,BTC,bitcoin,12039,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19852387.0,19852387.0,False,,1,,,,2025-04-17T02:44:00.000Z,84121.46277900212,27638078858.3299,-3.0479,-0.23453965,0.47013928,2.17186041,0.83900292,-13.80100695,-17.15860693,1670011834094.8455,63.1144,1766550718359.04,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
1,1027,Ethereum,ETH,ethereum,10134,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120698109.34014876,120698109.34014876,True,,2,,,,2025-04-17T02:44:00.000Z,1587.8873800385372,14285556580.565079,8.6953,0.12113521,-0.38165099,-3.17961332,-17.08518111,-41.1211058,-52.94055483,191655004615.7337,7.2432,191655004615.73,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
2,825,Tether USDt,USDT,tether,124359,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144804996163.49295,148032435825.0521,True,,3,,,,2025-04-17T02:43:00.000Z,0.9998253880436421,57844081991.804085,3.9335,-0.00668082,-0.00545579,0.01552773,-0.00157626,-0.02491307,0.01472193,144779711479.82245,5.4716,148006587591.83,,2025-04-17T02:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-17 08:15:28.565695
3,52,XRP,XRP,xrp,1589,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-17T02:44:00.000Z,2.0700348356954925,3398573416.1523685,10.6556,-0.41118081,-0.59163932,2.49302962,-10.05125282,-25.73619614,-37.70278476,120761985535.61931,4.5639,207003483569.55,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
4,1839,BNB,BNB,bnb,2470,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140891041.19,140891041.19,False,,5,,,,2025-04-17T02:44:00.000Z,582.2424658627673,1410768306.7416778,4.4885,-0.25722557,0.04610287,0.6332159,-7.57336649,-11.67626036,-18.57729746,82032747240.43831,3.1002,82032747240.44,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
5,5426,Solana,SOL,solana,898,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516404553.6042633,598728978.216437,True,,6,,,,2025-04-17T02:44:00.000Z,130.78933686482537,4377319531.899654,32.7762,-0.86723072,3.72673365,11.49215727,4.34922374,-32.62281349,-38.57841132,67540209119.87776,2.5524,78307366022.68,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
6,3408,USDC,USDC,usd-coin,27148,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60472366439.138504,60472366439.138504,False,,7,,,,2025-04-17T02:44:00.000Z,0.9999195337965499,9914664795.47134,2.8937,0.00356928,0.0013751,-0.00814242,0.00758738,-0.00303489,0.01004006,60467500457.3975,2.2852,60467500457.4,,2025-04-17T02:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-17 08:15:28.565695
7,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94952980196.97128,94953003862.85458,True,,8,,,,2025-04-17T02:44:00.000Z,0.2440685424863841,700583044.5086007,17.8647,-0.86820155,-2.89465654,1.96256126,9.88999299,2.6820323,0.91419257,23175035481.413273,0.8758,23175041257.51,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
8,74,Dogecoin,DOGE,dogecoin,1203,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148884246383.70523,148884246383.70523,True,,9,,,,2025-04-17T02:44:00.000Z,0.15532447748297423,792000828.4190854,1.1377,-0.50045564,0.0256805,-1.49134927,-7.92174342,-42.84990262,-59.82393634,23125367774.99541,0.874,23125367775.0,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
9,2010,Cardano,ADA,cardano,1505,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve']",45000000000.0,35287114426.69233,44994927702.53886,False,,10,,,,2025-04-17T02:44:00.000Z,0.6113152380014157,629822014.9723787,-17.2865,-0.46374973,-0.24335238,-1.73368418,-13.8055239,-21.45610058,-45.25725808,21571550754.136612,0.8152,27509185710.06,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
10,3957,UNUS SED LEO,LEO,unus-sed-leo,59,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,923681434.9,985239504.0,False,,11,,,,2025-04-17T02:44:00.000Z,9.43479523116636,2320128.51916285,19.6808,0.58776827,1.26018834,0.52448569,-1.63867765,-3.5658316,-3.24272045,8714745197.11142,0.3294,9295532973.9,,2025-04-17T02:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-04-17 08:15:28.565695
11,1975,Chainlink,LINK,chainlink,1990,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'substrate', 'polkadot', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'milkomeda-ecosystem', 'energi-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,657099970.4527867,1000000000.0,False,,12,,,,2025-04-17T02:44:00.000Z,12.371028073644688,288518120.26600707,-5.2789,-0.37751216,0.15791146,-0.53152355,-10.93937187,-34.39113791,-47.84612389,8129002181.6625185,0.3072,12371028073.64,,2025-04-17T02:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-04-17 08:15:28.565695
12,5805,Avalanche,AVAX,avalanche,906,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets', 'layer-1', 'made-in-america']",715748719.0,416035376.2243149,452704876.2243149,False,,13,,,,2025-04-17T02:44:00.000Z,18.868895240325628,227555853.45696324,-16.5332,-0.20680648,0.00644582,3.30958624,1.24510821,-25.32550281,-53.59279225,7850127930.2460575,0.2967,13505387597.21,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
13,11419,Toncoin,TON,toncoin,719,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025']",,2509734675.803409,5127408388.983412,True,,14,,,,2025-04-17T02:44:00.000Z,2.936865683407889,138503090.0372195,-23.6779,-0.14191182,1.23461503,-4.5093801,-14.32855538,-22.6117712,-46.95215167,7370753643.825856,0.2786,15058509742.42,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
14,512,Stellar,XLM,stellar,701,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio', '2017-2018-alt-season', 'made-in-america']",50001806812.0,30833139361.60894,50001786892.81785,False,,15,,,,2025-04-17T02:44:00.000Z,0.2350594752223313,146342025.7011616,-1.9614,-0.67763043,-0.53395094,-0.96842139,-12.5452568,-32.58283431,-52.6088561,7247621557.796804,0.2739,11753398469.4,,2025-04-17T02:44:00.000Z,,,,,,2025-04-17 08:15:28.565695
0,1,Bitcoin,BTC,bitcoin,12039,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve']",21000000.0,19852387.0,19852387.0,False,,1,,,,2025-04-17T02:45:00.000Z,84118.04654776801,28332152000.147797,-0.6538,-0.24107905,0.46858669,2.19688218,0.82082423,-13.80518986,-17.04203721,1669944013750.3044,63.1118,1766478977503.13,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
1,1027,Ethereum,ETH,ethereum,10134,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve']",,120698109.34014876,120698109.34014876,True,,2,,,,2025-04-17T02:45:00.000Z,1586.7626950378165,15000925415.611797,14.342,0.07064236,-0.42014221,-3.14035625,-17.15044647,-41.15831286,-52.92120522,191519257262.5435,7.238,191519257262.54,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
2,825,Tether USDt,USDT,tether,124359,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio']",,144804996163.49295,148032435825.0521,True,,3,,,,2025-04-17T02:44:00.000Z,0.9999219909831842,57835073910.67461,3.9008,0.00089895,0.00267238,0.02868515,-0.00704789,-0.01583053,0.02001109,144793700068.1122,5.4722,148020887960.28,,2025-04-17T02:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-04-17 08:16:29.339233
3,52,XRP,XRP,xrp,1589,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve']",100000000000.0,58338141684.0,99986253154.0,False,,4,,,,2025-04-17T02:45:00.000Z,2.069984105070152,3398929642.5057187,10.6548,-0.41198764,-0.57402887,2.59667297,-10.10815084,-25.68690359,-37.67320627,120759026005.21046,4.5638,206998410507.02,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
4,1839,BNB,BNB,bnb,2470,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,140891041.19,140891041.19,False,,5,,,,2025-04-17T02:45:00.000Z,582.2415275121327,1410863165.6101074,4.4901,-0.25894483,0.04847546,0.68230562,-7.61968778,-11.69171965,-18.56063387,82032615035.24042,3.1002,82032615035.24,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
5,5426,Solana,SOL,solana,898,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve']",,516404553.6042633,598728978.216437,True,,6,,,,2025-04-17T02:45:00.000Z,130.78950056604558,4377398340.018268,32.7633,-0.86273105,3.75115965,11.51730729,4.25904953,-32.6222352,-38.52688501,67540293655.93331,2.5524,78307464035.35,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
6,3408,USDC,USDC,usd-coin,27148,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio']",,60472366439.138504,60472366439.138504,False,,7,,,,2025-04-17T02:45:00.000Z,0.9999707127115695,9919513105.647106,3.1092,0.00013941,-0.00124781,-0.00271911,0.01058643,0.00312676,0.0009649,60470595367.50053,2.2854,60470595367.5,,2025-04-17T02:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-04-17 08:16:29.339233
7,1958,TRON,TRX,tron,1164,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio']",,94952980196.97128,94953003862.85458,True,,8,,,,2025-04-17T02:45:00.000Z,0.24405812942025823,700597355.6972859,17.852,-0.85051586,-2.89652747,1.92340255,9.8183581,2.67983686,0.97520777,23174046729.751633,0.8758,23174052505.6,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
8,74,Dogecoin,DOGE,dogecoin,1203,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'ftx-bankruptcy-estate', 'made-in-america']",,148884246383.70523,148884246383.70523,True,,9,,,,2025-04-17T02:45:00.000Z,0.1553107710716652,792027305.3400892,1.1443,-0.50258188,0.02551191,-1.42285969,-8.04416596,-42.84459191,-59.77961691,23123327106.27704,0.8739,23123327106.28,,2025-04-17T02:45:00.000Z,,,,,,2025-04-17 08:16:29.339233
